hexsha,patch,summary,author
a3ae99598b9f,https://github.com/torvalds/linux/commit/a3ae99598b9f,drm/display/dp_mst: Fix drm_dp_mst_add_affected_dsc_crtcs() return code,Lyude Paul
54980d30eff6,https://github.com/torvalds/linux/commit/54980d30eff6,HID: playstation: fix DualShock4 bluetooth memory corruption bug.,Roderick Colenbrander
fe0157ba679d,https://github.com/torvalds/linux/commit/fe0157ba679d,rtc: pcf8523: fix for stop bit,paulmn
064bc7312bd0,https://github.com/torvalds/linux/commit/064bc7312bd0,netdevsim: Fix memory leak of nsim_dev->fa_cookie,Wang Yufen
cab75e1c8e42,https://github.com/torvalds/linux/commit/cab75e1c8e42,cpufreq: ACPI: Remove unused variables 'acpi_cpufreq_online' and 'ret',Nathan Chancellor
86fdd15e10e4,https://github.com/torvalds/linux/commit/86fdd15e10e4,iio: fix memory leak in iio_device_register_eventset(),Zeng Heng
8e022387444b,https://github.com/torvalds/linux/commit/8e022387444b,ASoC: codecs: wsa883x: Shutdown on error path,Krzysztof Kozlowski
222cfa0118aa,https://github.com/torvalds/linux/commit/222cfa0118aa,mmc: sdhci-pci: Fix possible memory leak caused by missing pci_dev_put(),Xiongfeng Wang
1f386d6894d0,https://github.com/torvalds/linux/commit/1f386d6894d0,regulator: core: fix UAF in destroy_regulator(),Yang Yingliang
096cc0cddf58,https://github.com/torvalds/linux/commit/096cc0cddf58,mmc: sdhci-pci-o2micro: fix card detect fail issue caused by CD# debounce timeout,Chevron Li
39a72dbfe188,https://github.com/torvalds/linux/commit/39a72dbfe188,mmc: core: properly select voltage range without power cycle,Yann Gautier
cc2651637406,https://github.com/torvalds/linux/commit/cc2651637406,ALSA: memalloc: Allocate more contiguous pages for fallback case,Takashi Iwai
db2d2dc9a0b5,https://github.com/torvalds/linux/commit/db2d2dc9a0b5,spi: spi-imx: Fix spi_bus_clk if requested clock is higher than input clock,Frieder Schrempf
7920e0fbced4,https://github.com/torvalds/linux/commit/7920e0fbced4,regulator: rt5759: fix OOB in validate_desc(),Yang Yingliang
5f4b204b6b81,https://github.com/torvalds/linux/commit/5f4b204b6b81,regulator: core: fix kobject release warning and memory leak in regulator_register(),Zeng Heng
60591bbf6d5e,https://github.com/torvalds/linux/commit/60591bbf6d5e,ASoC: max98373: Add checks for devm_kcalloc,Jiasheng Jiang
5524b5e52e08,https://github.com/torvalds/linux/commit/5524b5e52e08,drm/i915/ttm: never purge busy objects,Matthew Auld
81c0b8928437,https://github.com/torvalds/linux/commit/81c0b8928437,wifi: rtw89: Fix some error handling path in rtw89_core_sta_assoc(),Christophe JAILLET
61ec34dee266,https://github.com/torvalds/linux/commit/61ec34dee266,wifi: rtw89: Fix some error handling path in rtw89_wow_enable(),Christophe JAILLET
f524b7289bbb,https://github.com/torvalds/linux/commit/f524b7289bbb,net: thunderbolt: Fix error handling in tbnet_init(),Yuan Can
24c94060fc9b,https://github.com/torvalds/linux/commit/24c94060fc9b,gpiolib: ensure that fwnode is properly set,Brian Masney
639f5d006e36,https://github.com/torvalds/linux/commit/639f5d006e36,net: microchip: sparx5: Fix potential null-ptr-deref in sparx_stats_init() and sparx5_start(),Shang XiaoJing
ba86af3733ae,https://github.com/torvalds/linux/commit/ba86af3733ae,net: lan966x: Fix potential null-ptr-deref in lan966x_stats_init(),Shang XiaoJing
0b9a1dcdb6a2,https://github.com/torvalds/linux/commit/0b9a1dcdb6a2,platform/x86: huawei-wmi: fix return value calculation,Barnabás Pőcze
c58e28afb11f,https://github.com/torvalds/linux/commit/c58e28afb11f,nvmet: fix a memory leak in nvmet_auth_set_key,Sagi Grimberg
bcaf434b8f04,https://github.com/torvalds/linux/commit/bcaf434b8f04,nvme: return err on nvme_init_non_mdts_limits fail,Joel Granados
91c11d5f3254,https://github.com/torvalds/linux/commit/91c11d5f3254,nvme-rdma: stop auth work after tearing down queues in error recovery,Sagi Grimberg
1f1a4f89562d,https://github.com/torvalds/linux/commit/1f1a4f89562d,nvme-tcp: stop auth work after tearing down queues in error recovery,Sagi Grimberg
193a8c7e5f1a,https://github.com/torvalds/linux/commit/193a8c7e5f1a,nvme-auth: don't ignore key generation failures when initializing ctrl keys,Sagi Grimberg
c7c16c5b1967,https://github.com/torvalds/linux/commit/c7c16c5b1967,nvme-pci: don't unbind the driver on reset failure,Christoph Hellwig
0a52566279b4,https://github.com/torvalds/linux/commit/0a52566279b4,nvmet: fix a memory leak in nvmet_auth_set_key,Sagi Grimberg
c9b895c6878b,https://github.com/torvalds/linux/commit/c9b895c6878b,net: ag71xx: call phylink_disconnect_phy if ag71xx_hw_enable() fail in ag71xx_open(),Liu Jian
60da2d11fcbc,https://github.com/torvalds/linux/commit/60da2d11fcbc,RDMA/siw: Set defined status for work completion with undefined status,Bernard Metzler
60da73808298,https://github.com/torvalds/linux/commit/60da73808298,rtc: class: Fix potential memleak in devm_rtc_allocate_device(),Shang XiaoJing
eb633de6abcb,https://github.com/torvalds/linux/commit/eb633de6abcb,rtc: s3c: Switch to use dev_err_probe() helper,Yang Yingliang
f27efee66370,https://github.com/torvalds/linux/commit/f27efee66370,rtc: cros-ec: Limit RTC alarm range if needed,Guenter Roeck
9800f24f7bd5,https://github.com/torvalds/linux/commit/9800f24f7bd5,rtc: rzn1: Check return value in rzn1_rtc_probe,Yushan Zhou
d27252b5706e,https://github.com/torvalds/linux/commit/d27252b5706e,amdgpu/pm: prevent array underflow in vega20_odn_edit_dpm_table(),Dan Carpenter
48fb1ecf9371,https://github.com/torvalds/linux/commit/48fb1ecf9371,drm/amdkfd: Fix a memory limit issue,Eric Huang
5e0f4c041c95,https://github.com/torvalds/linux/commit/5e0f4c041c95,drm/amdgpu: add Vangogh APU flag to IP discovery path,Perry Yuan
c9e6aeb5885d,https://github.com/torvalds/linux/commit/c9e6aeb5885d,drm/amd/display: Fix prefetch calculations for dcn32,Dillon Varone
d73aec401fd8,https://github.com/torvalds/linux/commit/d73aec401fd8,drm/amd/display: Don't check output BPP for phantom,Alvin Lee
6f9eea4392a1,https://github.com/torvalds/linux/commit/6f9eea4392a1,drm/amdkfd: Fix a memory limit issue,Eric Huang
246e667079e8,https://github.com/torvalds/linux/commit/246e667079e8,drm/amd/display: Fix prefetch calculations for dcn32,Dillon Varone
5428672d39b7,https://github.com/torvalds/linux/commit/5428672d39b7,drm/amdgpu: Fix memory leak in amdgpu_cs_pass1,Dong Chenchen
5aa663752ff6,https://github.com/torvalds/linux/commit/5aa663752ff6,drm/amd/display: fix dpms_off issue when disabling bios mode,Zhongwei Zhang
443a8fbc796f,https://github.com/torvalds/linux/commit/443a8fbc796f,drm/i915: Fix vma allocator debug,Tvrtko Ursulin
d0cdd85046b1,https://github.com/torvalds/linux/commit/d0cdd85046b1,platform/x86: asus-wmi: add missing pci_dev_put() in asus_wmi_set_xusb2pr(),Xiongfeng Wang
a92ce570c81d,https://github.com/torvalds/linux/commit/a92ce570c81d,ipmi: fix use after free in _ipmi_destroy_user(),Dan Carpenter
6f2d566b4643,https://github.com/torvalds/linux/commit/6f2d566b4643,perf/smmuv3: Fix hotplug callback leak in arm_smmu_pmu_init(),Shang XiaoJing
d9f564c966e6,https://github.com/torvalds/linux/commit/d9f564c966e6,perf/arm_dmc620: Fix hotplug callback leak in dmc620_pmu_init(),Shang XiaoJing
973ae93d80d9,https://github.com/torvalds/linux/commit/973ae93d80d9,drivers: perf: marvell_cn10k: Fix hotplug callback leak in tad_pmu_init(),Yuan Can
facafab7611f,https://github.com/torvalds/linux/commit/facafab7611f,perf: arm_dsu: Fix hotplug callback leak in dsu_pmu_init(),Yuan Can
29df7c695ed6,https://github.com/torvalds/linux/commit/29df7c695ed6,net: hns3: fix return value check bug of rx copybreak,Jie Wang
18c532e44939,https://github.com/torvalds/linux/commit/18c532e44939,net: phy: marvell: add sleep time after enabling the loopback bit,Aminuddin Jamaluddin
d349e9be5a2c,https://github.com/torvalds/linux/commit/d349e9be5a2c,net: ena: Fix error handling in ena_init(),Yuan Can
f87f6e5b4539,https://github.com/torvalds/linux/commit/f87f6e5b4539,iommu/arm-smmu: Warn once when the perfetcher errata patch fails to apply,Chen Lin
f2b41b748c19,https://github.com/torvalds/linux/commit/f2b41b748c19,regulator: core: fix unbalanced of node refcount in regulator_dev_lookup(),Yang Yingliang
65a54646420e,https://github.com/torvalds/linux/commit/65a54646420e,nvme-pci: simplify nvme_dbbuf_dma_alloc,Christoph Hellwig
2be2cd528715,https://github.com/torvalds/linux/commit/2be2cd528715,nvmet: force reconnect when number of queue changes,Daniel Wagner
bbf5410bc69e,https://github.com/torvalds/linux/commit/bbf5410bc69e,nvmet: use try_cmpxchg in nvmet_update_sq_head,Uros Bizjak
ecacb3751f25,https://github.com/torvalds/linux/commit/ecacb3751f25,"RDMA/nldev: Return ""-EAGAIN"" if the cm_id isn't from expected port",Mark Zhang
5e15ff29b156,https://github.com/torvalds/linux/commit/5e15ff29b156,"RDMA/core: Make sure ""ib_port"" is valid when access sysfs node",Mark Zhang
dac153f2802d,https://github.com/torvalds/linux/commit/dac153f2802d,RDMA/restrack: Release MR restrack when delete,Mark Zhang
69460e68eb66,https://github.com/torvalds/linux/commit/69460e68eb66,soc: ti: smartreflex: Fix PM disable depth imbalance in omap_sr_probe,Zhang Qilong
e961c0f19450,https://github.com/torvalds/linux/commit/e961c0f19450,soc: ti: knav_qmss_queue: Fix PM disable depth imbalance in knav_queue_probe,Zhang Qilong
280c0f7cd0aa,https://github.com/torvalds/linux/commit/280c0f7cd0aa,net: ionic: Fix error handling in ionic_init_module(),Yuan Can
30f5312d2c72,https://github.com/torvalds/linux/commit/30f5312d2c72,mlxsw: Avoid warnings when not offloaded FDB entry with IPv6 is removed,Amit Cohen
69c7717c20cc,https://github.com/torvalds/linux/commit/69c7717c20cc,drm/edid: Dump the EDID when drm_edid_get_panel_id() has an error,Douglas Anderson
913a144164d8,https://github.com/torvalds/linux/commit/913a144164d8,HSI: ssi_protocol: Fix return type of ssip_pn_xmit(),Nathan Chancellor
3bb80da51b1c,https://github.com/torvalds/linux/commit/3bb80da51b1c,cxl/core: Check physical address before mapping it in devm_cxl_iomap_block(),Robert Richter
b611ad14006e,https://github.com/torvalds/linux/commit/b611ad14006e,md/raid1: stop mdx_raid1 thread when raid1 array run failed,Jiang Li
341097ee5357,https://github.com/torvalds/linux/commit/341097ee5357,md: fix a crash in mempool_free,Mikulas Patocka
8e1a2279ca2b,https://github.com/torvalds/linux/commit/8e1a2279ca2b,"md/raid0, raid10: Don't set discard sectors for request queue",Xiao Ni
1c6b30060777,https://github.com/torvalds/linux/commit/1c6b30060777,thermal/core: Ensure that thermal device is registered in thermal_zone_get_temp,Guenter Roeck
455521119079,https://github.com/torvalds/linux/commit/455521119079,md/bitmap: Fix bitmap chunk size overflow issues,Florian-Ewald Mueller
9487a0f6855c,https://github.com/torvalds/linux/commit/9487a0f6855c,raid5-cache: use try_cmpxchg in r5l_wake_reclaim,Uros Bizjak
3bd548e5b819,https://github.com/torvalds/linux/commit/3bd548e5b819,drivers/md/md-bitmap: check the return value of md_bitmap_get_counter(),Li Zhong
c53717e1e3f0,https://github.com/torvalds/linux/commit/c53717e1e3f0,xen/platform-pci: add missing free_irq() in error path,ruanjinjie
da36a2a76b01,https://github.com/torvalds/linux/commit/da36a2a76b01,xen/pcpu: fix possible memory leak in register_pcpu(),Yang Yingliang
ec7bf231aaa1,https://github.com/torvalds/linux/commit/ec7bf231aaa1,ASoC: pxa: fix null-pointer dereference in filter(),Zeng Heng
f7c125bd79f5,https://github.com/torvalds/linux/commit/f7c125bd79f5,net: mhi: Fix memory leak in mhi_net_dellink(),Wei Yongjun
e17a025a47c6,https://github.com/torvalds/linux/commit/e17a025a47c6,drm/lima: Fix opp clkname setting in case of missing regulator,Erico Nunes
1d26a55fbeb9,https://github.com/torvalds/linux/commit/1d26a55fbeb9,PCI: histb: Switch to using gpiod API,Dmitry Torokhov
848ffce2f0c9,https://github.com/torvalds/linux/commit/848ffce2f0c9,octeon_ep: ensure get mac address successfully before eth_hw_addr_set(),Ziyang Xuan
9d3ff7131877,https://github.com/torvalds/linux/commit/9d3ff7131877,octeon_ep: ensure octep_get_link_status() successfully before octep_link_up(),Ziyang Xuan
298b83e180d5,https://github.com/torvalds/linux/commit/298b83e180d5,octeon_ep: delete unnecessary napi rollback under set_queues_err in octep_open(),Ziyang Xuan
991aef4ee4f6,https://github.com/torvalds/linux/commit/991aef4ee4f6,bnxt_en: Remove debugfs when pci_register_driver failed,Gaosheng Cui
8979f428a4af,https://github.com/torvalds/linux/commit/8979f428a4af,net: liquidio: release resources when liquidio driver open failed,Zhengchao Shao
4f68332b2f89,https://github.com/torvalds/linux/commit/4f68332b2f89,drm/i915/ttm: fix uaf with lmem_userfault_list handling,Matthew Auld
c02f20d38fb9,https://github.com/torvalds/linux/commit/c02f20d38fb9,drm/nouveau/disp: fix incorrect/broken hdmi methods,Ben Skeggs
890d637523ee,https://github.com/torvalds/linux/commit/890d637523ee,drm/mediatek: Fix return type of mtk_hdmi_bridge_mode_valid(),Nathan Chancellor
145900cf91c4,https://github.com/torvalds/linux/commit/145900cf91c4,i2c: npcm7xx: Fix error handling in npcm_i2c_init(),Yuan Can
4ad09d956f8e,https://github.com/torvalds/linux/commit/4ad09d956f8e,iio: core: Fix entry not deleted when iio_register_sw_trigger_type() fails,Chen Zhongjin
20690cd50e68,https://github.com/torvalds/linux/commit/20690cd50e68,iio: accel: bma400: Fix memory leak in bma400_get_steps_reg(),Dong Chenchen
fc92d9e3de0b,https://github.com/torvalds/linux/commit/fc92d9e3de0b,iio: health: afe4404: Fix oob read in afe4404_[read|write]_raw,Wei Yongjun
58143c1ed588,https://github.com/torvalds/linux/commit/58143c1ed588,iio: health: afe4403: Fix oob read in afe4403_read_raw,Wei Yongjun
989722906166,https://github.com/torvalds/linux/commit/989722906166,"net/mlx5e: TC, Remove redundant WARN_ON()",Roi Dayan
e74ae1faeb71,https://github.com/torvalds/linux/commit/e74ae1faeb71,net/mlx5e: Add error flow when failing update_rx,Guy Truzman
9d8e536d36e7,https://github.com/torvalds/linux/commit/9d8e536d36e7,ALSA: memalloc: Try dma_alloc_noncontiguous() at first,Takashi Iwai
4c7107c29742,https://github.com/torvalds/linux/commit/4c7107c29742,i2c: designware: Simplify slave interrupt handler nesting,Jarkko Nikula
dcf1bf648f94,https://github.com/torvalds/linux/commit/dcf1bf648f94,i2c: designware: Empty receive FIFO in slave interrupt handler,Jarkko Nikula
c42edde5de3a,https://github.com/torvalds/linux/commit/c42edde5de3a,i2c: designware: Fix slave state machine for sequential reads,Jarkko Nikula
8eab9be56cc6,https://github.com/torvalds/linux/commit/8eab9be56cc6,net: hinic: Fix error handling in hinic_module_init(),Yuan Can
98a2ac1ca8fd,https://github.com/torvalds/linux/commit/98a2ac1ca8fd,mISDN: fix possible memory leak in mISDN_dsp_element_register(),Yang Yingliang
6f928ab8ee9b,https://github.com/torvalds/linux/commit/6f928ab8ee9b,net: bgmac: Drop free_netdev() from bgmac_enet_remove(),Wei Yongjun
98b04dd0b457,https://github.com/torvalds/linux/commit/98b04dd0b457,PCI: Fix pci_device_is_present() for VFs by checking PF,Michael S. Tsirkin
265751a513ad,https://github.com/torvalds/linux/commit/265751a513ad,fastrpc: Assert held reservation lock for dma-buf mmapping,Dmitry Osipenko
3a6ca1810f77,https://github.com/torvalds/linux/commit/3a6ca1810f77,media: videobuf2: Assert held reservation lock for dma-buf mmapping,Dmitry Osipenko
27f3733a1049,https://github.com/torvalds/linux/commit/27f3733a1049,dma-buf/heaps: Assert held reservation lock for dma-buf mmapping,Dmitry Osipenko
aa3f99896443,https://github.com/torvalds/linux/commit/aa3f99896443,udmabuf: Assert held reservation lock for dma-buf mmapping,Dmitry Osipenko
39ce25291871,https://github.com/torvalds/linux/commit/39ce25291871,drm: Assert held reservation lock for dma-buf mmapping,Dmitry Osipenko
33af51a65219,https://github.com/torvalds/linux/commit/33af51a65219,soc/tegra: cbb: Use correct master_id mask for CBB NOC in Tegra194,Sumit Gupta
dd1f1da4ada5,https://github.com/torvalds/linux/commit/dd1f1da4ada5,pwm: tegra: Fix 32 bit build,Steven Price
fb11cddfe24c,https://github.com/torvalds/linux/commit/fb11cddfe24c,crypto: rockchip - Remove surplus dev_err() when using platform_get_irq(),Yang Li
b7121e3c0444,https://github.com/torvalds/linux/commit/b7121e3c0444,HID: ft260: skip unexpected HID input reports,Michael Zaidman
dd65a243a915,https://github.com/torvalds/linux/commit/dd65a243a915,usb/usbip: Fix v_recv_cmd_submit() to use PIPE_BULK define,Shuah Khan
1ff36351309e,https://github.com/torvalds/linux/commit/1ff36351309e,ata: libata-transport: fix error handling in ata_tdev_add(),Yang Yingliang
cf0816f6322c,https://github.com/torvalds/linux/commit/cf0816f6322c,ata: libata-transport: fix error handling in ata_tlink_add(),Yang Yingliang
3613dbe3909d,https://github.com/torvalds/linux/commit/3613dbe3909d,ata: libata-transport: fix error handling in ata_tport_add(),Yang Yingliang
8c7631074080,https://github.com/torvalds/linux/commit/8c7631074080,ata: libata-transport: fix double ata_host_put() in ata_tport_add(),Yang Yingliang
4c15a4c7f693,https://github.com/torvalds/linux/commit/4c15a4c7f693,dmaengine: at_hdmac: Use devm_clk_get(),Tudor Ambarus
5f1d429b43b3,https://github.com/torvalds/linux/commit/5f1d429b43b3,dmaengine: at_hdmac: Use devm_kzalloc() and struct_size(),Tudor Ambarus
9ed1fdee9ee3,https://github.com/torvalds/linux/commit/9ed1fdee9ee3,drm/i915/gvt: Get reference to KVM iff attachment to VM is successful,Sean Christopherson
4979524f5a2a,https://github.com/torvalds/linux/commit/4979524f5a2a,drm: Fix potential null-ptr-deref in drm_vblank_destroy_worker(),Shang XiaoJing
ff963634f7b2,https://github.com/torvalds/linux/commit/ff963634f7b2,drm/drv: Fix potential memory leak in drm_dev_init(),Shang XiaoJing
2ebf61f2cfb9,https://github.com/torvalds/linux/commit/2ebf61f2cfb9,drm/amdgpu: Fix memory leak in amdgpu_cs_pass1,Dong Chenchen
e806e223621e,https://github.com/torvalds/linux/commit/e806e223621e,vfio/pci: Check the device set open count on reset,Anthony DeRossi
65946690ed8d,https://github.com/torvalds/linux/commit/65946690ed8d,firmware: coreboot: Register bus in module init,Brian Norris
ee424f7d3960,https://github.com/torvalds/linux/commit/ee424f7d3960,nvmem: u-boot-env: fix crc32_data_offset on redundant u-boot-env,Christian Lamparter
27c0d217340e,https://github.com/torvalds/linux/commit/27c0d217340e,driver core: Fix bus_type.match() error handling in __driver_attach(),Isaac J. Manjarres
23569b5652ee,https://github.com/torvalds/linux/commit/23569b5652ee,net: macvlan: fix memory leaks of macvlan_common_newlink,Chuang Wang
acce40037041,https://github.com/torvalds/linux/commit/acce40037041,ethernet: tundra: free irq when alloc ring failed in tsi108_open(),Zhengchao Shao
9a5523f72bd2,https://github.com/torvalds/linux/commit/9a5523f72bd2,ALSA: hda: fix potential memleak in 'add_widget_node',Ye Bin
d23a6e3f764b,https://github.com/torvalds/linux/commit/d23a6e3f764b,drm/v3d: add missing mutex_destroy,Maíra Canal
f111606b63ff,https://github.com/torvalds/linux/commit/f111606b63ff,net: mv643xx_eth: disable napi when init rxq or txq failed in mv643xx_eth_open(),Zhengchao Shao
0348c1ab980c,https://github.com/torvalds/linux/commit/0348c1ab980c,ethernet: s2io: disable napi when start nic failed in s2io_card_up(),Zhengchao Shao
dba9e3467425,https://github.com/torvalds/linux/commit/dba9e3467425,drm/vc4: kms: Fix IS_ERR() vs NULL check for vc4_kms,Gaosheng Cui
0c9ef08a4d0f,https://github.com/torvalds/linux/commit/0c9ef08a4d0f,net: mana: Fix return type of mana_start_xmit(),Nathan Huckleberry
6564f3b8621e,https://github.com/torvalds/linux/commit/6564f3b8621e,wifi: iwlwifi: mei: use wait_event_timeout() return value,Avraham Stern
ae5ecbb0c39e,https://github.com/torvalds/linux/commit/ae5ecbb0c39e,wifi: iwlwifi: dbg: use bit of DRAM alloc ID to store failed allocs,Rotem Saado
d3df49dda431,https://github.com/torvalds/linux/commit/d3df49dda431,wifi: iwlwifi: mei: fix potential NULL-ptr deref after clone,Johannes Berg
91d5c5060ee2,https://github.com/torvalds/linux/commit/91d5c5060ee2,pinctrl: devicetree: fix null pointer dereferencing in pinctrl_dt_to_map,Zeng Heng
bcd68b3dbe78,https://github.com/torvalds/linux/commit/bcd68b3dbe78,wifi: iwlwifi: mei: fix tx DHCP packet for devices with new Tx API,Emmanuel Grumbach
7f94d0498f9c,https://github.com/torvalds/linux/commit/7f94d0498f9c,stmmac: dwmac-loongson: fix missing of_node_put() while module exiting,Yang Yingliang
fe5b3ce8b437,https://github.com/torvalds/linux/commit/fe5b3ce8b437,stmmac: dwmac-loongson: fix missing pci_disable_device() in loongson_dwmac_probe(),Yang Yingliang
f2d45fdf9a0e,https://github.com/torvalds/linux/commit/f2d45fdf9a0e,stmmac: dwmac-loongson: fix missing pci_disable_msi() while module exiting,Yang Yingliang
5e5dc33d5dac,https://github.com/torvalds/linux/commit/5e5dc33d5dac,bpf: veth driver panics when xdp prog attached before veth_open,John Fastabend
c6092ea1e6d7,https://github.com/torvalds/linux/commit/c6092ea1e6d7,cxgb4vf: shut down the adapter when t4vf_update_port_info() failed in cxgb4vf_open(),Zhengchao Shao
dc0d1a8b7f84,https://github.com/torvalds/linux/commit/dc0d1a8b7f84,mlxsw: spectrum: Add an API to configure security checks,Ido Schimmel
d75aed1428da,https://github.com/torvalds/linux/commit/d75aed1428da,net: cxgb3_main: disable napi when bind qsets failed in cxgb_up(),Zhengchao Shao
6d47b53fb3f3,https://github.com/torvalds/linux/commit/6d47b53fb3f3,net: cpsw: disable napi in cpsw_ndo_open(),Zhengchao Shao
f38044e5ef58,https://github.com/torvalds/linux/commit/f38044e5ef58,vfio/iova_bitmap: Fix PAGE_SIZE unaligned bitmaps,Joao Martins
e67e070632a6,https://github.com/torvalds/linux/commit/e67e070632a6,vfio: platform: Do not pass return buffer to ACPI _RST method,Rafael Mendonca
0c85c067c9d9,https://github.com/torvalds/linux/commit/0c85c067c9d9,drm/amdgpu: disable BACO on special BEIGE_GOBY card,Guchun Chen
64f65135c41a,https://github.com/torvalds/linux/commit/64f65135c41a,drm/amdgpu: Unlock bo_list_mutex after error handling,Philip Yang
b91c23e099f0,https://github.com/torvalds/linux/commit/b91c23e099f0,drm/amdkfd: Fix error handling in criu_checkpoint,Felix Kuehling
aa382ffa705b,https://github.com/torvalds/linux/commit/aa382ffa705b,PCI/sysfs: Fix double free in error path,Sascha Hauer
66f7903779fb,https://github.com/torvalds/linux/commit/66f7903779fb,drm/amdkfd: Fix error handling in kfd_criu_restore_events,Felix Kuehling
10276a20be11,https://github.com/torvalds/linux/commit/10276a20be11,drm/radeon: Add the missed acpi_put_table() to fix memory leak,Hanjun Guo
4cc16d64b6cd,https://github.com/torvalds/linux/commit/4cc16d64b6cd,drm/amdkfd: Fix the memory overrun,Ma Jun
407a5bdd5513,https://github.com/torvalds/linux/commit/407a5bdd5513,drm/amdgpu: disable BACO on special BEIGE_GOBY card,Guchun Chen
c70e2166967d,https://github.com/torvalds/linux/commit/c70e2166967d,drm/amdgpu: Unlock bo_list_mutex after error handling,Philip Yang
9e7d03e8b046,https://github.com/torvalds/linux/commit/9e7d03e8b046,drm/amd/display: Use min transition for SubVP into MPO,Alvin Lee
a0fba3e07880,https://github.com/torvalds/linux/commit/a0fba3e07880,drm/amdkfd: Fix error handling in criu_checkpoint,Felix Kuehling
2d2ccc4cbf44,https://github.com/torvalds/linux/commit/2d2ccc4cbf44,drm/amdkfd: Fix error handling in kfd_criu_restore_events,Felix Kuehling
8fbf94fea0b4,https://github.com/torvalds/linux/commit/8fbf94fea0b4,soc: sifive: ccache: fix missing of_node_put() in sifive_ccache_init(),Yang Yingliang
756344e7cb1a,https://github.com/torvalds/linux/commit/756344e7cb1a,soc: sifive: ccache: fix missing free_irq() in error path in sifive_ccache_init(),Yang Yingliang
73e770f08502,https://github.com/torvalds/linux/commit/73e770f08502,soc: sifive: ccache: fix missing iounmap() in error path in sifive_ccache_init(),Yang Yingliang
84498d1fb35d,https://github.com/torvalds/linux/commit/84498d1fb35d,regmap-irq: Use the new num_config_regs property in regmap_add_irq_chip_fwnode,Yassine Oudjana
7f1a6d4b9e82,https://github.com/torvalds/linux/commit/7f1a6d4b9e82,"net/mlx5e: TC, Fix slab-out-of-bounds in parse_tc_actions",Roi Dayan
7d167b4a4c81,https://github.com/torvalds/linux/commit/7d167b4a4c81,net/mlx5: fw_reset: Don't try to load device in case PCI isn't working,Shay Drory
e12de39c07a7,https://github.com/torvalds/linux/commit/e12de39c07a7,"net/mlx5: E-switch, Set to legacy mode if failed to change switchdev mode",Chris Mi
5eccd0d9fabc,https://github.com/torvalds/linux/commit/5eccd0d9fabc,pwm: tegra: Ensure the clock rate is not less than needed,Jon Hunter
cec9e59cae60,https://github.com/torvalds/linux/commit/cec9e59cae60,drm: xlnx: Fix return type of zynqmp_dp_bridge_mode_valid,Nathan Huckleberry
3ce00bb7e91c,https://github.com/torvalds/linux/commit/3ce00bb7e91c,binder: validate alloc->mm in ->mmap() handler,Carlos Llamas
6e63153db500,https://github.com/torvalds/linux/commit/6e63153db500,siox: fix possible memory leak in siox_device_add(),Yang Yingliang
e5b0d06d9b10,https://github.com/torvalds/linux/commit/e5b0d06d9b10,misc/vmw_vmci: fix an infoleak in vmci_host_do_receive_datagram(),Alexander Potapenko
e63e99397b26,https://github.com/torvalds/linux/commit/e63e99397b26,drivers: dio: fix possible memory leak in dio_init(),Yang Yingliang
02d2d2ea4a3b,https://github.com/torvalds/linux/commit/02d2d2ea4a3b,net: wwan: iosm: fix invalid mux header type,M Chetan Kumar
035e3befc191,https://github.com/torvalds/linux/commit/035e3befc191,net: wwan: iosm: fix driver not working with INTEL_IOMMU disabled,M Chetan Kumar
d38a648d2d6c,https://github.com/torvalds/linux/commit/d38a648d2d6c,net: wwan: iosm: fix memory leak in ipc_pcie_read_bios_cfg,M Chetan Kumar
8c3e8a6bdb52,https://github.com/torvalds/linux/commit/8c3e8a6bdb52,class: fix possible memory leak in __class_register(),Yang Yingliang
e65fdf530f55,https://github.com/torvalds/linux/commit/e65fdf530f55,nvmet: fix a memory leak,Sagi Grimberg
becc4cac309d,https://github.com/torvalds/linux/commit/becc4cac309d,nvmet: fix memory leak in nvmet_subsys_attr_model_store_locked,Aleksandr Miloserdov
e06999c3dc62,https://github.com/torvalds/linux/commit/e06999c3dc62,net: dsa: microchip: add error checking for ksz_pwrite,Rakesh Sankaranarayanan
6a3ff858915f,https://github.com/torvalds/linux/commit/6a3ff858915f,serial: 8250_bcm7271: Fix error handling in brcmuart_init(),Yuan Can
d65e6b6e884a,https://github.com/torvalds/linux/commit/d65e6b6e884a,usb: gadget: f_ecm: Always set current gadget in ecm_bind(),Sascha Hauer
321b59870f85,https://github.com/torvalds/linux/commit/321b59870f85,usb: gadget: u_ether: Do not make UDC parent of the net device,Sascha Hauer
83045e19feae,https://github.com/torvalds/linux/commit/83045e19feae,usb: gadget: aspeed: fix buffer overflow,Henry Tian
9901c21bcaf2,https://github.com/torvalds/linux/commit/9901c21bcaf2,cpufreq: qcom-hw: Fix memory leak in qcom_cpufreq_hw_read_lut(),Chen Hui
b06334919c7a,https://github.com/torvalds/linux/commit/b06334919c7a,net: nixge: disable napi when enable interrupts failed in nixge_open(),Zhengchao Shao
07d120aa33cc,https://github.com/torvalds/linux/commit/07d120aa33cc,net: tun: call napi_schedule_prep() to ensure we own a napi,Eric Dumazet
519b58bbfa82,https://github.com/torvalds/linux/commit/519b58bbfa82,net: marvell: prestera: fix memory leak in prestera_rxtx_switch_init(),Zhengchao Shao
