hexsha,patch,summary,author
885373db8cd5,https://github.com/torvalds/linux/commit/885373db8cd5,drm/bridge/analogix/anx78xx: Add missing drm_dp_aux_unregister() call,Lyude Paul
4a28d77e3590,https://github.com/torvalds/linux/commit/4a28d77e3590,usb: gadget: pch_udc: Check for DMA mapping error,Andy Shevchenko
fbdbbe6d3ee5,https://github.com/torvalds/linux/commit/fbdbbe6d3ee5,usb: gadget: pch_udc: Check if driver is present before calling ->setup(),Andy Shevchenko
c99e755a4a4c,https://github.com/torvalds/linux/commit/c99e755a4a4c,PCI: Release OF node in pci_scan_device()'s error path,Dmitry Baryshkov
423432072d16,https://github.com/torvalds/linux/commit/423432072d16,USB: gadget: f_fs: fix memdup_user.cocci warnings,kernel test robot
01faae5193d6,https://github.com/torvalds/linux/commit/01faae5193d6,drivers: video: fbcon: fix NULL dereference in fbcon_cursor(),Du Cheng
f0acf637d60f,https://github.com/torvalds/linux/commit/f0acf637d60f,driver core: clear deferred probe reason on probe retry,Ahmad Fatoum
2e7a5b3e2236,https://github.com/torvalds/linux/commit/2e7a5b3e2236,thunderbolt: Unlock on error path in tb_domain_add(),Dan Carpenter
53f95c55349e,https://github.com/torvalds/linux/commit/53f95c55349e,devcoredump: avoid -Wempty-body warnings,Arnd Bergmann
6b72cf128282,https://github.com/torvalds/linux/commit/6b72cf128282,drivers/base/cpu: remove redundant assignment of variable retval,Colin Ian King
f2b6ebf61e8f,https://github.com/torvalds/linux/commit/f2b6ebf61e8f,usb: gadget: legacy: fix error return code of msg_bind(),Jia-Ju Bai
0b2b23ca20ac,https://github.com/torvalds/linux/commit/0b2b23ca20ac,USB: cdc-acm: always claim data interface,Johan Hovold
dda6faaa2bda,https://github.com/torvalds/linux/commit/dda6faaa2bda,USB: cdc-acm: drop redundant driver-data reset,Johan Hovold
4e49bf376c04,https://github.com/torvalds/linux/commit/4e49bf376c04,USB: cdc-acm: fix use-after-free after probe failure,Johan Hovold
b61fde1beb6b,https://github.com/torvalds/linux/commit/b61fde1beb6b,drm/i915/dsc: fix DSS CTL register usage for ICL DSI transcoders,Jani Nikula
3f3a9bc1f6df,https://github.com/torvalds/linux/commit/3f3a9bc1f6df,drm/i915/ilk-glk: Fix link training on links with LTTPRs,Imre Deak
e4c77070ad45,https://github.com/torvalds/linux/commit/e4c77070ad45,USB: cdc-acm: downgrade message to debug,Oliver Neukum
72035f4954f0,https://github.com/torvalds/linux/commit/72035f4954f0,usb: gadget: udc: amd5536udc_pci fix null-ptr-dereference,Tong Zhang
c021e0235770,https://github.com/torvalds/linux/commit/c021e0235770,usb: gadget: legacy: fix error return code of multi_bind(),Jia-Ju Bai
3af32605289e,https://github.com/torvalds/linux/commit/3af32605289e,usb: renesas_usbhs: fix error return code of usbhsf_pkt_handler(),Jia-Ju Bai
5706d0287124,https://github.com/torvalds/linux/commit/5706d0287124,drm/i915/dsc: fix DSS CTL register usage for ICL DSI transcoders,Jani Nikula
2800aadc18a6,https://github.com/torvalds/linux/commit/2800aadc18a6,iwlwifi: Fix softirq/hardirq disabling in iwl_pcie_enqueue_hcmd(),Jiri Kosina
166633c85c21,https://github.com/torvalds/linux/commit/166633c85c21,drm/gud: Remove unneeded semicolon,kernel test robot
b91fbdc1df15,https://github.com/torvalds/linux/commit/b91fbdc1df15,drm/gud: fix sizeof use,kernel test robot
b9edc6823d18,https://github.com/torvalds/linux/commit/b9edc6823d18,tty: serial: 8250: delete redundant printing of return value,Wang Qing
e6cb15b50065,https://github.com/torvalds/linux/commit/e6cb15b50065,soundwire: qcom: add missing \n in dev_err(),Pierre-Louis Bossart
6122d3be2e9a,https://github.com/torvalds/linux/commit/6122d3be2e9a,soundwire: stream: add missing \n in dev_err(),Pierre-Louis Bossart
7dbdcd611066,https://github.com/torvalds/linux/commit/7dbdcd611066,soundwire: cadence: add missing \n in dev_err(),Pierre-Louis Bossart
0eb7c387e625,https://github.com/torvalds/linux/commit/0eb7c387e625,soundwire: bandwidth_allocation: add missing \n in dev_err(),Pierre-Louis Bossart
783cf673b05e,https://github.com/torvalds/linux/commit/783cf673b05e,RDMA/hns: Fix memory corruption when allocating XRCDN,Weihang Li
bf9a40ae8d72,https://github.com/torvalds/linux/commit/bf9a40ae8d72,media: dvbdev: Fix memory leak in dvb_media_device_free(),Peilin Ye
ba11bbf303fa,https://github.com/torvalds/linux/commit/ba11bbf303fa,media: atomisp: Fix use after free in atomisp_alloc_css_stat_bufs(),Dan Carpenter
4eacfe72e3e0,https://github.com/torvalds/linux/commit/4eacfe72e3e0,net/mlx5e: Fix error path for ethtool set-priv-flag,Aya Levin
15a7deb89549,https://github.com/torvalds/linux/commit/15a7deb89549,bnxt_en: check return value of bnxt_hwrm_func_resc_qcaps,Scott Branden
a2f3835cc68a,https://github.com/torvalds/linux/commit/a2f3835cc68a,bnxt_en: don't fake firmware response success when PCI is disabled,Edwin Peer
80a9641f09f8,https://github.com/torvalds/linux/commit/80a9641f09f8,bnxt_en: Improve wait for firmware commands completion,Pavan Chebbi
5d986a0e85af,https://github.com/torvalds/linux/commit/5d986a0e85af,media: atomisp: make atomisp_css_continuous_set_num_raw_frames() void,Kaixu Xia
1907345078b8,https://github.com/torvalds/linux/commit/1907345078b8,media: atomisp: make atomisp_css_stop() void,Kaixu Xia
9baa3d64e8e2,https://github.com/torvalds/linux/commit/9baa3d64e8e2,media: m88rs6000t: avoid potential out-of-bounds reads on arrays,Colin Ian King
dfe59c78f4cc,https://github.com/torvalds/linux/commit/dfe59c78f4cc,media: staging: atomisp: Corrected error handling in function,Leonid Kushnir
16a5dcf7fbc2,https://github.com/torvalds/linux/commit/16a5dcf7fbc2,media: atomisp: Fixed error handling path,Souptick Joarder
2e774b369979,https://github.com/torvalds/linux/commit/2e774b369979,media: mantis: switch from 'pci_' to 'dma_' API,Christophe JAILLET
f07d34d141e0,https://github.com/torvalds/linux/commit/f07d34d141e0,media: staging: media: atomisp: Don't abort on error in module exit path,Alex Dewar
f7bff017741d,https://github.com/torvalds/linux/commit/f7bff017741d,staging: qlge: fix an error code in probe(),Dan Carpenter
548ad8ee68c0,https://github.com/torvalds/linux/commit/548ad8ee68c0,media: dvb_frontend: warn if frontend driver has API issues,Mauro Carvalho Chehab
6e7628c8c3c1,https://github.com/torvalds/linux/commit/6e7628c8c3c1,PCI: microchip: Remove dev_err() when handing an error from platform_get_irq(),Krzysztof Wilczyński
1e83130f01b0,https://github.com/torvalds/linux/commit/1e83130f01b0,PCI: iproc: Fix return value of iproc_msi_irq_domain_alloc(),Pali Rohár
b5486430bb0f,https://github.com/torvalds/linux/commit/b5486430bb0f,RDMA/mlx5: Add missing returned error check of mlx5_ib_dereg_mr,Leon Romanovsky
bb5d418076f8,https://github.com/torvalds/linux/commit/bb5d418076f8,media: cx25821: switch from 'pci_' to 'dma_' API,Christophe JAILLET
54b74981c86c,https://github.com/torvalds/linux/commit/54b74981c86c,media: adv7604: writing a one-block EDID failed,Hans Verkuil
febf22565549,https://github.com/torvalds/linux/commit/febf22565549,ALSA: hda/realtek: fix a determine_headset_type issue for a Dell AIO,Hui Wang
965ebe39c953,https://github.com/torvalds/linux/commit/965ebe39c953,pwm: atmel-hlcdc: Use pwmchip_add() instead of pwmchip_add_with_polarity(),Uwe Kleine-König
fc423f29f718,https://github.com/torvalds/linux/commit/fc423f29f718,pwm: bcm-kona: Use pwmchip_add() instead of pwmchip_add_with_polarity(),Uwe Kleine-König
ea1611ba3a54,https://github.com/torvalds/linux/commit/ea1611ba3a54,media: v4l2-ctrls.c: initialize flags field of p_fwht_params,Hans Verkuil
eaaea4681984,https://github.com/torvalds/linux/commit/eaaea4681984,media: gspca/sq905.c: fix uninitialized variable,Hans Verkuil
c759b2970c56,https://github.com/torvalds/linux/commit/c759b2970c56,media: media/saa7164: fix saa7164_encoder_register() memory leak bugs,Daniel Niv
e61f9ea27193,https://github.com/torvalds/linux/commit/e61f9ea27193,media: m88ds3103: fix return value check in m88ds3103_probe(),Wei Yongjun
f3d384e36630,https://github.com/torvalds/linux/commit/f3d384e36630,media: platform: sunxi: sun6i-csi: fix error return code of sun6i_video_start_streaming(),Jia-Ju Bai
95667791eb6e,https://github.com/torvalds/linux/commit/95667791eb6e,media: platform: xilinx: fix error return code of xvip_graph_init(),Jia-Ju Bai
b83209176d68,https://github.com/torvalds/linux/commit/b83209176d68,media: ti-vpe: cal: fix subdev mbus_code enumeration,Tomi Valkeinen
da24442796b2,https://github.com/torvalds/linux/commit/da24442796b2,media: exynos4-is: add missing call to of_node_put(),Yang Li
5a465c5391a8,https://github.com/torvalds/linux/commit/5a465c5391a8,media: venus: core: Fix some resource leaks in the error path of 'venus_probe()',Christophe JAILLET
3a913fa535c1,https://github.com/torvalds/linux/commit/3a913fa535c1,drm/i915/hdcp: return correct error code,Anshuman Gupta
8b06f6d8b4d9,https://github.com/torvalds/linux/commit/8b06f6d8b4d9,drm/i915/hdcp: link hdcp2 recovery on link enc stopped,Anshuman Gupta
ee912b55650c,https://github.com/torvalds/linux/commit/ee912b55650c,drm/i915/hdcp: HDCP2.2 MST Link failure recovery,Anshuman Gupta
623f279c7781,https://github.com/torvalds/linux/commit/623f279c7781,drm/msm: fix shutdown hook in case GPU components failed to bind,Dmitry Baryshkov
35471138a9f7,https://github.com/torvalds/linux/commit/35471138a9f7,platform/x86: dell-wmi-sysman: Cleanup create_attributes_level_sysfs_files(),Hans de Goede
59bbbeb9c22c,https://github.com/torvalds/linux/commit/59bbbeb9c22c,platform/x86: dell-wmi-sysman: Fix release_attributes_data() getting called twice on init_bios_attributes() failure,Hans de Goede
c59ab4cedab7,https://github.com/torvalds/linux/commit/c59ab4cedab7,platform/x86: dell-wmi-sysman: Fix possible NULL pointer deref on exit,Hans de Goede
d939cd96b9df,https://github.com/torvalds/linux/commit/d939cd96b9df,platform/x86: dell-wmi-sysman: Fix crash caused by calling kset_unregister twice,Hans de Goede
42f38dcccfb3,https://github.com/torvalds/linux/commit/42f38dcccfb3,platform/x86: dell-wmi-sysman: Cleanup create_attributes_level_sysfs_files(),Hans de Goede
f4c4e9ad1523,https://github.com/torvalds/linux/commit/f4c4e9ad1523,platform/x86: dell-wmi-sysman: Fix release_attributes_data() getting called twice on init_bios_attributes() failure,Hans de Goede
ececdb898376,https://github.com/torvalds/linux/commit/ececdb898376,platform/x86: dell-wmi-sysman: Fix possible NULL pointer deref on exit,Hans de Goede
bdda39673fde,https://github.com/torvalds/linux/commit/bdda39673fde,platform/x86: dell-wmi-sysman: Fix crash caused by calling kset_unregister twice,Hans de Goede
014dfa26ce1c,https://github.com/torvalds/linux/commit/014dfa26ce1c,net: stmmac: dwmac-sun8i: Provide TX and RX fifo sizes,Corentin Labbe
140960564d63,https://github.com/torvalds/linux/commit/140960564d63,octeontx2-pf: Fix missing spin_lock_init() in otx2_tc_add_flow(),Wei Yongjun
e75a2e02ec99,https://github.com/torvalds/linux/commit/e75a2e02ec99,atl1c: switch to napi_gro_receive,Sieng Piaw Liew
6721af21bdfc,https://github.com/torvalds/linux/commit/6721af21bdfc,drm/i915: Remove dead signal level debugs,Ville Syrjälä
4b672eb7c983,https://github.com/torvalds/linux/commit/4b672eb7c983,drm/i915: Remove dead TPS3->TPS2 fallback code,Ville Syrjälä
4c56f573bd94,https://github.com/torvalds/linux/commit/4c56f573bd94,ia64: fix format string for ia64-acpi-cpu-freq,Sergei Trofimovich
dc85fc9d05d2,https://github.com/torvalds/linux/commit/dc85fc9d05d2,ALSA: pcm: Add debug print on memory allocation failure,Amadeusz Sławiński
8f214d435607,https://github.com/torvalds/linux/commit/8f214d435607,drm/gma500: use NULL instead of using plain integer as pointer,Yang Li
2076b7bdc529,https://github.com/torvalds/linux/commit/2076b7bdc529,HID: ft260: fix an error message in ft260_i2c_write_read(),Dan Carpenter
60adbd8fbf48,https://github.com/torvalds/linux/commit/60adbd8fbf48,ASoC: don't indicate error message for snd_soc_[pcm_]component_xxx(),Kuninori Morimoto
e20c9c4f96d7,https://github.com/torvalds/linux/commit/e20c9c4f96d7,ASoC: soc-pcm: don't indicate error message for soc_pcm_hw_free(),Kuninori Morimoto
273db971cf83,https://github.com/torvalds/linux/commit/273db971cf83,ASoC: soc-pcm: indicate error message at dpcm_fe/be_dai_prepare(),Kuninori Morimoto
33b6b94f55ec,https://github.com/torvalds/linux/commit/33b6b94f55ec,ASoC: soc-pcm: indicate error message at dpcm_fe/be_dai_hw_params(),Kuninori Morimoto
06aaeb874256,https://github.com/torvalds/linux/commit/06aaeb874256,ASoC: soc-pcm: indicate error message at dpcm_fe/be_dai_startup(),Kuninori Morimoto
81c82a9edbdd,https://github.com/torvalds/linux/commit/81c82a9edbdd,ASoC: soc-pcm: indicate error message at dpcm_run_update_startup/shutdown(),Kuninori Morimoto
bbd2bac8d6ca,https://github.com/torvalds/linux/commit/bbd2bac8d6ca,ASoC: soc-pcm: indicate error message at dpcm_apply_symmetry(),Kuninori Morimoto
db3aa39c9106,https://github.com/torvalds/linux/commit/db3aa39c9106,ASoC: soc-pcm: indicate error message at dpcm_be_dai_trigger(),Kuninori Morimoto
d479f00b795a,https://github.com/torvalds/linux/commit/d479f00b795a,ASoC: soc-pcm: indicate error message at dpcm_path_get(),Kuninori Morimoto
dab7eeb4045c,https://github.com/torvalds/linux/commit/dab7eeb4045c,ASoC: soc-pcm: indicate error message at soc_pcm_prepare(),Kuninori Morimoto
cb11f79b4af6,https://github.com/torvalds/linux/commit/cb11f79b4af6,ASoC: soc-pcm: indicate error message at soc_pcm_hw_params(),Kuninori Morimoto
e4b044f45823,https://github.com/torvalds/linux/commit/e4b044f45823,ASoC: soc-pcm: indicate error message at soc_pcm_open(),Kuninori Morimoto
befb1ddaece1,https://github.com/torvalds/linux/commit/befb1ddaece1,hwrng: cctrng - delete redundant printing of return value,Wang Qing
984982f3ef7b,https://github.com/torvalds/linux/commit/984982f3ef7b,drm/i915/ilk-glk: Fix link training on links with LTTPRs,Imre Deak
72444bbd047f,https://github.com/torvalds/linux/commit/72444bbd047f,scsi: isci: Make local function port_state_name() static,Lee Jones
ab3f2d15fc11,https://github.com/torvalds/linux/commit/ab3f2d15fc11,scsi: isci: Make local function isci_remote_device_wait_for_resume_from_abort() static,Lee Jones
c79a707072fe,https://github.com/torvalds/linux/commit/c79a707072fe,net: cdc-phonet: fix data-interface release on probe failure,Johan Hovold
e94c55b8e0a0,https://github.com/torvalds/linux/commit/e94c55b8e0a0,nouveau: Skip unvailable ttm page entries,Tobias Klausmann
8c16cb0304cd,https://github.com/torvalds/linux/commit/8c16cb0304cd,octeontx2-af: Fix uninitialized variable warning,Subbaraya Sundeep
ae2619dd4fcc,https://github.com/torvalds/linux/commit/ae2619dd4fcc,octeontx2-af: Fix irq free in rvu teardown,Geetha sowjanya
2e40b21cd4f6,https://github.com/torvalds/linux/commit/2e40b21cd4f6,ASoC: tas2562: remove warning on return value,Pierre-Louis Bossart
157c4df67756,https://github.com/torvalds/linux/commit/157c4df67756,ASoC: cros_ec_codec: remove null pointer dereference warning,Pierre-Louis Bossart
5b349c8f355a,https://github.com/torvalds/linux/commit/5b349c8f355a,ASoC: adau1977: remove useless return,Pierre-Louis Bossart
ca6b3a6ca047,https://github.com/torvalds/linux/commit/ca6b3a6ca047,ASoC: ad1836: remove useless return,Pierre-Louis Bossart
5d956e3cb806,https://github.com/torvalds/linux/commit/5d956e3cb806,ASoC: tegra30: ahub: Reset global variable,Dmitry Osipenko
50b1affc891c,https://github.com/torvalds/linux/commit/50b1affc891c,ALSA: usb-audio: Fix unintentional sign extension issue,Colin Ian King
3ae04c0c7e63,https://github.com/torvalds/linux/commit/3ae04c0c7e63,drm/i915/bios: limit default outputs to ports A through F,Jani Nikula
e20e4037fcb6,https://github.com/torvalds/linux/commit/e20e4037fcb6,drm/i915/bios: limit default outputs by platform on missing VBT,Jani Nikula
e5b499f6fb17,https://github.com/torvalds/linux/commit/e5b499f6fb17,extcon: arizona: Fix various races on driver unbind,Hans de Goede
b9abb19fa5fd,https://github.com/torvalds/linux/commit/b9abb19fa5fd,iommu: Check dev->iommu in iommu_dev_xxx functions,Shameer Kolothum
4b8ef157ca83,https://github.com/torvalds/linux/commit/4b8ef157ca83,iommu/amd: Keep track of amd_iommu_irq_remap state,Joerg Roedel
c4c6df5fc846,https://github.com/torvalds/linux/commit/c4c6df5fc846,nvme-rdma: fix possible hang when failing to set io queues,Sagi Grimberg
72f572428b83,https://github.com/torvalds/linux/commit/72f572428b83,nvme-tcp: fix possible hang when failing to set io queues,Sagi Grimberg
fd0823f40509,https://github.com/torvalds/linux/commit/fd0823f40509,nvme-tcp: fix a NULL deref when receiving a 0-length r2t PDU,Sagi Grimberg
985c5a329dfe,https://github.com/torvalds/linux/commit/985c5a329dfe,nvme: allocate the keep alive request using BLK_MQ_REQ_NOWAIT,Christoph Hellwig
ee5ee188e2c2,https://github.com/torvalds/linux/commit/ee5ee188e2c2,drm/mediatek: cec: Delete redundant printing of return value,tangchunyou
4accca4399cf,https://github.com/torvalds/linux/commit/4accca4399cf,drm/mediatek: dpi: Delete redundant printing of return value,Wang Qing
f09ddcfcb8c5,https://github.com/torvalds/linux/commit/f09ddcfcb8c5,usb: dwc3: gadget: Prevent EP queuing while stopping transfers,Wesley Cheng
98f153a10da4,https://github.com/torvalds/linux/commit/98f153a10da4,usb: gadget: configfs: Fix KASAN use-after-free,Jim Lin
9858af27e692,https://github.com/torvalds/linux/commit/9858af27e692,usbip: Fix incorrect double assignment to udc->ud.tcp_rx,Colin Ian King
9afeefcf06fc,https://github.com/torvalds/linux/commit/9afeefcf06fc,remoteproc: pru: Fix firmware loading crashes on K3 SoCs,Suman Anna
413b7a320e23,https://github.com/torvalds/linux/commit/413b7a320e23,drm/msm/dp: Restore aux retry tuning logic,Stephen Boyd
6a77c6bb7260,https://github.com/torvalds/linux/commit/6a77c6bb7260,i915/perf: Start hrtimer only if sampling the OA buffer,Umesh Nerlige Ramappa
2046a24ae121,https://github.com/torvalds/linux/commit/2046a24ae121,thermal/core: Add NULL pointer check before using cooling device stats,Manaf Meethalavalappu Pallikunhi
a1c4d7741323,https://github.com/torvalds/linux/commit/a1c4d7741323,scsi: mpt3sas: Replace unnecessary dynamic allocation with a static one,Gustavo A. R. Silva
2db4215f4755,https://github.com/torvalds/linux/commit/2db4215f4755,scsi: sd_zbc: Update write pointer offset cache,Johannes Thumshirn
91306d1d131e,https://github.com/torvalds/linux/commit/91306d1d131e,net: ipa: Remove useless error message,Zihao Tang
5acd0cfbfbb5,https://github.com/torvalds/linux/commit/5acd0cfbfbb5,net: lapbether: Prevent racing when checking whether the netif is running,Xie He
84b0aa2e0d91,https://github.com/torvalds/linux/commit/84b0aa2e0d91,dmaengine: dw-edma: Add pcim_iomap_table return check,Gustavo Pimentel
e970dcc4bd8e,https://github.com/torvalds/linux/commit/e970dcc4bd8e,dmaengine: dw-edma: Fix crash on loading/unloading driver,Gustavo Pimentel
f3167dc16378,https://github.com/torvalds/linux/commit/f3167dc16378,dmaengine: dw-edma: Reorder variables to keep consistency,Gustavo Pimentel
97f53046d746,https://github.com/torvalds/linux/commit/97f53046d746,ASoC: SOF: remove superfluous NULL check in debugfs read,Guennadi Liakhovetski
11fd6d8e097b,https://github.com/torvalds/linux/commit/11fd6d8e097b,ASoC: SOF: fix debugfs initialisation error handling,Guennadi Liakhovetski
d2d106fe3bad,https://github.com/torvalds/linux/commit/d2d106fe3bad,staging: comedi: cb_pcidas64: fix request_irq() warn,Tong Zhang
2e5848a3d86f,https://github.com/torvalds/linux/commit/2e5848a3d86f,staging: comedi: cb_pcidas: fix request_irq() warn,Tong Zhang
e98d9ee64ee2,https://github.com/torvalds/linux/commit/e98d9ee64ee2,can: m_can: m_can_rx_peripheral(): fix RX being blocked by errors,Torin Cooper-Bennun
0429d6d89f97,https://github.com/torvalds/linux/commit/0429d6d89f97,can: c_can_pci: c_can_pci_remove(): fix use-after-free,Tong Zhang
47c5e474bc1e,https://github.com/torvalds/linux/commit/47c5e474bc1e,can: flexcan: flexcan_chip_freeze(): fix chip freeze for missing bitrate,Angelo Dureghello
9e40641f62cd,https://github.com/torvalds/linux/commit/9e40641f62cd,bus: mhi: core: Check state before processing power_down,Jeffrey Hugo
68731852f6e5,https://github.com/torvalds/linux/commit/68731852f6e5,bus: mhi: core: Return EAGAIN if MHI ring is full,Fan Wu
19f1bc7edf0f,https://github.com/torvalds/linux/commit/19f1bc7edf0f,scsi: lpfc: Fix some error codes in debugfs,Dan Carpenter
c8c165dea4c8,https://github.com/torvalds/linux/commit/c8c165dea4c8,scsi: st: Fix a use after free in st_open(),Lv Yunlong
2bb817712e2f,https://github.com/torvalds/linux/commit/2bb817712e2f,scsi: myrs: Fix a double free in myrs_cleanup(),Lv Yunlong
febb0cc847e7,https://github.com/torvalds/linux/commit/febb0cc847e7,scsi: ibmvfc: Free channel_setup_buf during device tear down,Tyrel Datwyler
d82c6c1aaccd,https://github.com/torvalds/linux/commit/d82c6c1aaccd,net: phylink: Fix phylink_err() function name error in phylink_major_config,Ong Boon Leong
786a0a75d0f3,https://github.com/torvalds/linux/commit/786a0a75d0f3,mtd: spi-nor: core: Advance erase after the erase cmd has been completed,Tudor Ambarus
320fcd6bbd2b,https://github.com/torvalds/linux/commit/320fcd6bbd2b,regulator: bd9576: Fix return from bd957x_probe(),Dan Carpenter
9cbc23f7d51f,https://github.com/torvalds/linux/commit/9cbc23f7d51f,regulator: bd9571mwv: Fix regulator name printed on registration failure,Geert Uytterhoeven
47386ce36f90,https://github.com/torvalds/linux/commit/47386ce36f90,pinctrl: ti: fix error return code of ti_iodelay_probe(),Jia-Ju Bai
65e3fe107ed7,https://github.com/torvalds/linux/commit/65e3fe107ed7,drm/i915/dp_link_training: Add newlines to debug messages,Sean Paul
71a37cd6a59d,https://github.com/torvalds/linux/commit/71a37cd6a59d,scmi-cpufreq: Remove deferred probe,Nicola Mazzucato
00f2e6f668b0,https://github.com/torvalds/linux/commit/00f2e6f668b0,phy: ti: j721e-wiz: add missing of_node_put,Junlin Yang
6b5371adc3e5,https://github.com/torvalds/linux/commit/6b5371adc3e5,phy: rockchip-typec: add missing of_node_put,Junlin Yang
be0bdd67fda9,https://github.com/torvalds/linux/commit/be0bdd67fda9,i915/perf: Start hrtimer only if sampling the OA buffer,Umesh Nerlige Ramappa
d3bdd1c31407,https://github.com/torvalds/linux/commit/d3bdd1c31407,extcon: Fix error handling in extcon_dev_register,Dinghao Liu
17e499a7d6b5,https://github.com/torvalds/linux/commit/17e499a7d6b5,power: supply: axp20x_usb_power: Add missing check in axp20x_usb_power_probe,Dinghao Liu
0bde59c1723a,https://github.com/torvalds/linux/commit/0bde59c1723a,vhost-vdpa: set v->config_ctx to NULL if eventfd_ctx_fdget() fails,Stefano Garzarella
f6bbf0010ba0,https://github.com/torvalds/linux/commit/f6bbf0010ba0,vhost-vdpa: fix use-after-free of v->config_ctx,Stefano Garzarella
6577b9a551ae,https://github.com/torvalds/linux/commit/6577b9a551ae,net: arcnet: com20020 fix error handling,Tong Zhang
4c050286bb20,https://github.com/torvalds/linux/commit/4c050286bb20,vhost_vdpa: fix the missing irq_bypass_unregister_producer() invocation,Gautam Dawar
57e0076e6575,https://github.com/torvalds/linux/commit/57e0076e6575,zram: fix return value on writeback_store,Minchan Kim
257382c54e8c,https://github.com/torvalds/linux/commit/257382c54e8c,ptp_pch: Remove unused function 'pch_ch_control_read()',Lee Jones
59cd4f19267a,https://github.com/torvalds/linux/commit/59cd4f19267a,net: axienet: Fix probe error cleanup,Robert Hancock
18cda8018a4b,https://github.com/torvalds/linux/commit/18cda8018a4b,remoteproc: imx_rproc: fix return value check in imx_rproc_addr_init(),Wei Yongjun
2119bda642c4,https://github.com/torvalds/linux/commit/2119bda642c4,net/mlx5e: allocate 'indirection_rqt' buffer dynamically,Arnd Bergmann
cc82a2e6c8af,https://github.com/torvalds/linux/commit/cc82a2e6c8af,"net/mlx5: DR, Add missing vhca_id consume from STEv1",Yevgeny Kliteynik
d58970da3247,https://github.com/torvalds/linux/commit/d58970da3247,ASoC: samsung: tm2_wm5110: check of of_parse return value,Pierre-Louis Bossart
ed0907e3bdcf,https://github.com/torvalds/linux/commit/ed0907e3bdcf,ice: fix napi work done reporting in xsk path,Magnus Karlsson
33a23423ca0a,https://github.com/torvalds/linux/commit/33a23423ca0a,staging: greybus: spilib: use 'spi_delay_to_ns' for getting xfer delay,Alexandru Ardelean
0ed0283f0297,https://github.com/torvalds/linux/commit/0ed0283f0297,sata_dwc_460ex: Fix missing check in sata_dwc_isr,Dinghao Liu
dd7b836d6bc9,https://github.com/torvalds/linux/commit/dd7b836d6bc9,ALSA: dice: fix null pointer dereference when node is disconnected,Takashi Sakamoto
aa31e559f7f9,https://github.com/torvalds/linux/commit/aa31e559f7f9,crypto: sun4i-ss - simplify optional reset handling,Philipp Zabel
282894556b83,https://github.com/torvalds/linux/commit/282894556b83,crypto: sun8i-ce - fix error return code in sun8i_ce_prng_generate(),Jia-Ju Bai
98b5ef3e97b1,https://github.com/torvalds/linux/commit/98b5ef3e97b1,crypto: sun8i-ss - Fix memory leak of object d when dma_iv fails to map,Colin Ian King
c8e386683652,https://github.com/torvalds/linux/commit/c8e386683652,perf/arm_dmc620_pmu: Fix error return code in dmc620_pmu_device_probe(),Wei Yongjun
3875721e825c,https://github.com/torvalds/linux/commit/3875721e825c,gpiolib: Fix error return code in gpiolib_dev_init(),Wei Yongjun
3382665a5c5d,https://github.com/torvalds/linux/commit/3382665a5c5d,thunderbolt: debugfs: Show all accessible dwords,Gil Fine
606a5d4227e4,https://github.com/torvalds/linux/commit/606a5d4227e4,opp: Don't drop extra references to OPPs accidentally,Beata Michalska
a9f81244d2e3,https://github.com/torvalds/linux/commit/a9f81244d2e3,mISDN: fix crash in fritzpci,Tong Zhang
db74623a3850,https://github.com/torvalds/linux/commit/db74623a3850,net/qlcnic: Fix a use after free in qlcnic_83xx_get_minidump_template,Lv Yunlong
9f4d9283388d,https://github.com/torvalds/linux/commit/9f4d9283388d,net/mlx5e: Alloc flow spec using kvzalloc instead of kzalloc,Roi Dayan
51ada5a52379,https://github.com/torvalds/linux/commit/51ada5a52379,net/mlx5e: mlx5_tc_ct_init does not fail,Saeed Mahameed
fe06992b04a9,https://github.com/torvalds/linux/commit/fe06992b04a9,net/mlx5: Check returned value from health recover sequence,Leon Romanovsky
0224af85a77b,https://github.com/torvalds/linux/commit/0224af85a77b,iio: buffer: move __iio_buffer_free_sysfs_and_mask() before alloc,Alexandru Ardelean
b52912b8293f,https://github.com/torvalds/linux/commit/b52912b8293f,e1000e: Fix error handling in e1000_set_d0_lplu_state_82571,Dinghao Liu
065cac6c686d,https://github.com/torvalds/linux/commit/065cac6c686d,of: property: Remove unneeded return variable,Yang Li
9922f50f7178,https://github.com/torvalds/linux/commit/9922f50f7178,ASoC: qcom: lpass-cpu: Fix lpass dai ids parse,Srinivasa Rao Mandadapu
6ec52621e77c,https://github.com/torvalds/linux/commit/6ec52621e77c,drm/panel-simple: Don't wait longer for HPD than hpd_absent_delay,Douglas Anderson
ea94191e584b,https://github.com/torvalds/linux/commit/ea94191e584b,spi: cadence: set cqspi to the driver_data field of struct device,Meng Li
492df5b0748a,https://github.com/torvalds/linux/commit/492df5b0748a,ASoC: wm_adsp: simplify return value,Pierre-Louis Bossart
620b90d30c08,https://github.com/torvalds/linux/commit/620b90d30c08,mtd: maps: fix error return code of physmap_flash_remove(),Jia-Ju Bai
ff43ca911978,https://github.com/torvalds/linux/commit/ff43ca911978,media: imx: imx7-media-csi: Move CSI configuration before source start,Laurent Pinchart
66f469c1b484,https://github.com/torvalds/linux/commit/66f469c1b484,media: imx: imx7-media-csi: Validate capture format in .link_validate(),Laurent Pinchart
